NAME;AGE;SLEEPHOURS;IDNUMBER;GENDER;EFFECTIVENESS;CITY
Diego Vargas Lugo;27;10;118-49-2760;M;100;London
Leonor Quesada Roybal;1;8;356-63-0786;F;100;London
María del Carmen Piña Cordero;11;8;588-68-0072;F;50;Liverpool
Jorge Barrera Sotelo;5;7;746-61-9843;F;80;Glasgow
Sra. Jacobo Negrón Alvarado;83;4;399-35-0498;M;0;Glasgow
Marta Mendoza Oquendo;16;2;457-77-8342;M;100;Liverpool
Sta. Clemente Alvarado Medrano;24;7;176-74-5606;M;0;Liverpool
Lilia Velázquez Tamez;82;7;571-16-7515;M;0;Liverpool
Lucas Borrego Sanabria;36;1;734-87-0026;F;80;Glasgow
Sra. Sofia Jimínez Ureña;85;4;788-42-7128;F;0;London
Magdalena Estrada Alemán;60;8;783-58-5677;M;50;Oxford
Sta. Leonor Muñoz Valentín;84;4;711-87-4170;M;0;London
Ricardo Vanegas Barraza;43;8;507-39-5245;F;80;Liverpool
Sta. Susana Gollum Verdugo;81;5;521-38-0854;F;0;Glasgow
Carlos Granados Tamayo;16;1;004-44-3767;F;80;Bristol
Gerardo Salgado Marrero;38;10;784-98-3408;M;0;Oxford
Carolina Barajas Alfaro;77;7;454-11-4795;M;100;Liverpool
Sr. Felipe Pulido Caldera;7;9;331-09-9837;M;0;Bristol
Elena Peralta Quiñónez;52;2;193-91-6624;M;100;Glasgow
Graciela Montaño Colón;12;3;820-74-5119;F;0;Liverpool
Laura Osorio Aguirre;49;9;804-56-8484;F;50;Bristol
Virginia Abrego Ávalos;37;8;159-06-9791;F;50;Bristol
Marcela Gonzales Mesa;21;8;732-32-9644;F;50;Liverpool
Mónica Armenta Iglesias;6;9;401-17-9286;M;80;Glasgow
María Soledad Becerra Castañeda;87;8;523-15-1337;M;80;Glasgow
Sta. Sergio Grijalva Samaniego;64;5;497-74-7826;F;100;Oxford
Timoteo Ontiveros Porras;13;4;246-70-6246;M;0;Bristol
Mariano Saldaña Madrigal;41;5;036-44-7327;M;0;Liverpool
Sr. Amalia Sedillo Rodarte;10;4;897-20-8971;F;80;Liverpool
Gonzalo Villanueva Pedraza;36;5;082-96-7766;M;80;Oxford
María Valdés Griego;83;7;578-42-6443;F;80;Oxford
Javier Adorno Robledo;88;2;059-47-0830;F;0;London
Barbara Rojas Carvajal;33;4;577-66-5005;M;50;Bristol
Sra. Gabriela Olivo Montenegro;43;1;395-01-7515;F;0;Liverpool
Enrique Olivo Alarcón;34;1;221-49-5015;M;100;Bristol
Jorge Luis Macías Santiago;53;4;576-89-1724;M;50;Glasgow
Agustín Gutiérrez Domínquez;6;4;710-90-8644;F;100;Glasgow
Norma Crespo Casanova;45;5;426-57-6063;F;80;Oxford
Luz Roque Cepeda;31;3;317-15-7540;F;100;Glasgow
Mariana Apodaca Núñez;50;1;538-58-6048;F;80;Glasgow
Patricia Cano Paz;3;4;148-07-2713;M;0;Liverpool
Jaime Chavarría Pabón;3;6;193-29-7983;M;0;Glasgow
Alejandro Jimínez Rosas;4;5;119-68-4823;M;0;Liverpool
Marisol Santiago Soliz;9;10;840-12-3523;F;50;Liverpool
Marilu Parra Duran;5;9;715-49-4519;F;50;Glasgow
Marcos Roybal Alicea;88;4;682-87-4312;F;0;London
Benito Segovia Dueñas;5;5;087-40-7751;M;100;Bristol
Mercedes Jurado Mojica;60;10;082-42-0026;M;50;Bristol
Sta. Amalia Calvillo Coronado;31;9;628-77-4768;M;50;London
María Teresa Leiva Calderón;17;3;170-95-9617;M;100;Oxford
Sra. Luis Arroyo Magaña;65;10;879-70-9976;M;80;Bristol
Timoteo Urrutia Lucero;13;2;142-35-5093;M;50;Liverpool
Ricardo Ortega Girón;13;3;240-15-4900;F;50;Glasgow
Sr. Raquel Vanegas Fonseca;1;4;415-84-4514;M;50;Liverpool
Antonio Romero Tamayo;16;3;474-15-8903;M;50;Liverpool
Raúl Sarabia Delacrúz;15;3;183-66-3428;M;50;Glasgow
Rafael Sosa Puente;36;10;511-94-5853;F;0;London
María José Sauceda Benavides;84;4;389-77-9789;F;0;London
Andrea Quintana Mata;36;9;447-97-6535;M;100;Liverpool
Luz Negrón Reséndez;22;8;600-08-1674;F;80;Liverpool
Ángela Zapata Mojica;38;8;893-84-3522;M;80;Liverpool
Sta. Pablo Pagan Pichardo;11;8;651-56-5898;F;100;Bristol
Concepción de Anda Girón;28;5;885-73-2664;F;100;Bristol
Sofia Munguía Carvajal;5;7;067-05-3423;F;100;Oxford
Benjamín Nieves Gaitán;49;6;516-47-0708;M;80;Bristol
Claudia Almonte Apodaca;47;9;379-99-7612;F;0;Oxford
Germán Oquendo Pulido;26;5;011-14-6580;F;50;Liverpool
Claudia Salinas Estrada;77;2;218-93-7568;F;80;Oxford
Lilia Leyva Sarabia;24;5;300-42-3717;F;80;Liverpool
Rafael Villalobos Longoria;50;5;184-32-9732;F;50;Oxford
Sta. Agustín Cantú Mesa;32;1;537-34-3040;M;80;Bristol
María Soledad Orta Oquendo;23;2;204-57-3242;F;50;Liverpool
Eloisa Valladares Lozada;1;9;838-38-2657;M;50;Glasgow
Andrés Olvera Castañeda;47;4;139-31-5248;M;100;Oxford
Sr. Federico Pulido Otero;67;4;610-73-7486;F;100;Liverpool
María Cristina Loera Patiño;21;5;269-42-4811;M;0;London
Virginia Gil Patiño;20;9;877-54-7894;M;100;Liverpool
Manuela Saavedra Peralta;80;7;736-15-3793;M;0;Glasgow
Cristian Beltrán Quesada;48;5;611-37-7369;F;80;Oxford
María Eugenia Rubio Ocasio;34;4;126-92-8847;M;0;Glasgow
Pilar Acevedo Fonseca;31;1;204-61-2022;F;50;Liverpool
Julio Marín Almonte;49;8;286-83-2902;F;0;Bristol
Diego Ybarra Estrada;3;9;729-27-3748;F;0;Glasgow
Sr. Soledad Abeyta Saucedo;52;7;560-24-9882;F;0;Glasgow
Sta. Samuel Cantú Monroy;17;10;143-97-8808;M;100;Glasgow
Tomás Rocha Moreno;5;3;086-56-2684;M;50;Bristol
Diana Gamez Muro;3;4;776-25-1531;M;100;Bristol
Rubén Saavedra Terrazas;10;8;563-05-0867;M;100;Liverpool
Bernardo Aguirre Rubio;30;10;398-46-5244;M;50;Oxford
Pablo Saavedra Torres;27;5;733-40-4874;M;50;Bristol
Sta. Adán Meléndez Godínez;55;3;574-97-7440;F;80;Glasgow
Luis Miguel Zayas Delapaz;11;4;130-43-6147;F;100;Oxford
Julio Espinal Becerra;28;2;384-44-5395;F;100;London
Sra. Alberto Patiño Alcántar;56;7;277-35-3285;F;0;London
Susana Sáenz Frías;76;9;279-72-1438;F;80;Bristol
Sra. Cecilia Espinosa Alejandro;59;7;537-99-5373;M;100;Oxford
Virginia Caballero Godoy;73;10;459-28-1605;M;0;London
Samuel Armenta Orosco;45;7;150-12-8440;M;100;Glasgow
Mónica Tovar Salazar;40;1;219-27-4984;F;100;Glasgow
Sra. Guillermo Zepeda Cervántez;41;8;544-97-1921;F;0;Bristol
Sta. José Emilio Esquibel Carrillo;30;9;450-59-0060;M;80;Bristol
Sr. Lucia Casárez Saldaña;89;9;086-33-2252;F;0;Liverpool
Alfonso Serrato Juárez;29;3;499-15-0261;M;80;London
Silvia Cervántez Arriaga;3;7;711-86-8324;M;50;Bristol
Sr. David Torres Delatorre;64;7;110-47-9606;F;100;Bristol
César Guillen Palacios;10;2;486-05-9808;F;0;Bristol
Marcos Anguiano Ibarra;46;4;769-27-6185;F;80;Bristol
Laura Rojas de Anda;46;4;111-20-0211;M;50;Oxford
Blanca Velásquez Matos;20;5;125-34-7874;F;50;Liverpool
Mariana Carrera Armijo;5;7;344-25-8519;M;100;Oxford
Rodrigo Madrid Córdova;33;10;473-82-3294;F;80;Bristol
Miguel Llamas Soliz;54;4;085-58-2072;F;0;Glasgow
Homero Miramontes Flores;3;8;643-86-0758;F;80;Glasgow
Adriana Caraballo Rosas;75;1;441-27-4374;M;50;Glasgow
Miguel Gurule Moreno;11;7;856-73-5882;F;80;Liverpool
Enrique González Espinosa;52;10;243-38-9564;M;0;Oxford
Juan Enríquez Meza;40;10;071-07-4797;M;50;Oxford
Lucia Amador Carrera;16;7;413-40-9093;F;100;London
Cristian Godoy Valladares;86;8;064-49-4799;M;100;Oxford
Sra. Marilu Leiva Viera;42;3;229-03-7163;M;100;Bristol
Silvia Balderas Bustos;86;2;789-85-6522;F;50;Glasgow
Soledad Gurule Porras;56;8;649-19-9072;M;100;Glasgow
Jesús Vela Rael;6;4;208-89-7305;M;80;Bristol
Rodrigo Sauceda Castillo;6;1;345-99-7846;F;0;Oxford
Luisa Arriaga Robles;33;6;388-48-3944;M;80;Oxford
Sra. Benjamín Rocha Rascón;85;9;063-33-2794;M;0;Bristol
Sra. Manuel Peralta Barreto;6;2;082-58-2918;M;50;London
Eloisa Bueno Sepúlveda;39;7;720-54-5289;M;50;Oxford
Diego Flórez Carrero;88;7;603-62-3633;F;0;London
José María Peralta Chapa;1;5;557-93-6062;F;80;Bristol
Luis Rivas Irizarry;27;4;072-18-3273;F;0;Oxford
Sancho Pacheco Vergara;84;6;069-02-8954;M;50;Oxford
Ester Rivas Romero;73;4;010-53-0490;M;0;Liverpool
Maricarmen Negrete Alonso;11;7;885-80-7774;F;100;London
Gonzalo Ceja Baca;42;5;234-76-8225;F;0;Glasgow
Horacio Aguilera Curiel;30;2;535-72-0035;F;100;Bristol
Anita Villagómez Alvarez;88;7;059-41-1806;M;0;London
Daniela Espino Verduzco;90;9;028-67-9113;F;80;Glasgow
Rosario Rubio Espinal;20;3;860-60-9114;F;100;London
Sra. Eloisa Ortega Cantú;23;7;255-35-8817;M;0;Oxford
Javier Padrón Parra;10;3;494-64-4152;M;50;Bristol
Blanca Peres Alarcón;33;7;596-41-8073;M;0;Bristol
Gabriel Ortiz Duran;71;10;377-30-4494;M;80;Glasgow
Sta. Ramiro Jáquez Guerrero;16;8;674-86-3007;F;80;Oxford
Felipe Mondragón Parra;83;1;223-32-7342;M;0;Bristol
Manuel Casárez Vallejo;3;5;811-41-0333;F;50;Oxford
Sta. Armando Casas Olivo;27;2;287-07-9308;M;100;London
Ángela Limón Burgos;45;2;660-13-6199;F;0;Liverpool
Germán Carrasquillo Alaniz;31;1;460-60-4084;M;0;Liverpool
Sra. Lorena Vargas Pacheco;69;4;063-19-0873;M;80;London
Tomás Cantú Tello;50;10;498-33-5768;M;80;Liverpool
Esteban González Arias;58;9;126-57-9190;F;0;Oxford
Claudio Vallejo Ramírez;43;6;524-25-9159;F;100;Bristol
Sta. Teodoro Valladares Bustamante;2;9;442-42-0332;M;0;London
Eloisa Otero Ceballos;23;4;213-96-1050;M;100;Bristol
Rafael Garay Solorio;9;5;327-77-5952;M;50;London
Beatriz Cazares Marroquín;89;6;478-73-9775;M;80;Oxford
Teodoro Frías Coronado;46;6;656-10-5003;M;80;Glasgow
Manuela Ruelas Aparicio;82;2;626-15-5419;F;100;Oxford
María Eugenia Tejeda Puga;45;1;685-98-7465;F;100;Liverpool
Julio César Sauceda Godínez;48;7;426-19-9831;F;50;Bristol
María Elena Quintanilla Briones;6;5;721-43-1960;F;0;London
Ángela Palacios Santillán;90;7;571-46-3881;M;50;Glasgow
Sta. Emilia Collazo Puente;46;8;149-15-2086;M;0;Oxford
Débora Abeyta Zaragoza;46;8;264-60-8561;M;50;London
Victoria Cavazos Véliz;8;2;509-99-7541;F;50;London
Daniela Zarate Roldán;6;10;835-65-1168;M;80;Liverpool
Diana Orozco Serrato;79;10;549-18-7758;F;80;Oxford
Carla Gamboa Ocasio;90;8;735-95-0786;F;80;Glasgow
Sta. Gilberto Verduzco Espino;6;10;727-57-6118;M;100;Liverpool
Lucas Carrera Cepeda;89;6;333-99-2348;M;100;Glasgow
Débora Quiroz Palomo;89;5;030-49-4173;F;0;London
Vicente Gaona Berríos;19;5;299-85-3245;F;80;Oxford
Jesús Carbajal Acevedo;9;7;825-58-0599;M;80;Glasgow
Guadalupe Hinojosa de Jesús;24;9;307-27-2958;F;80;Glasgow
Luis Miguel Galindo Ramos;16;4;216-85-8797;F;80;Glasgow
Armando Chávez Torres;61;10;576-68-6759;M;0;Bristol
Elvira Irizarry Guerrero;2;2;439-14-1186;F;80;Glasgow
María Armijo Armendáriz;37;6;507-12-0407;F;80;Liverpool
Lourdes Pedroza Reyna;32;4;105-24-8141;M;0;Liverpool
Timoteo Araña Huerta;71;6;814-43-1069;F;80;Liverpool
Ana Luisa Casillas Beltrán;90;9;848-88-7184;F;0;London
Carlos Méndez Miramontes;33;2;261-01-6061;F;80;Glasgow
Isabel Olivo Puente;21;7;732-57-7005;F;0;London
Samuel Oquendo Paredes;13;7;777-36-4030;F;80;Liverpool
José Escobedo Villa;52;4;273-82-9253;F;80;Oxford
Cecilia Valenzuela Alfaro;84;7;080-32-7082;F;80;Oxford
Lucia Archuleta Olivas;39;7;341-10-8311;M;0;Glasgow
César Sevilla Verdugo;26;3;140-70-7116;F;100;London
Sta. Alberto Sevilla Carvajal;61;6;751-12-8683;M;0;Bristol
Nicolás Lara Carrera;47;5;718-41-7990;M;50;Oxford
Isabel Palomo Hernandes;50;7;229-71-5539;M;80;Oxford
Sta. Roberto Manzanares Cepeda;16;1;564-61-7596;F;0;London
Dorotea Collado Saavedra;4;6;353-81-5599;F;100;Bristol
Luz Alva Valdivia;84;6;510-77-8128;F;100;Glasgow
Mercedes Olivera Carrasco;58;3;022-67-5274;F;0;London
Olivia Haro Reynoso;15;3;888-39-9064;F;80;Liverpool
Ana Luisa Montemayor Espino;81;6;230-37-4414;F;0;Liverpool
Sonia Atencio Valadez;84;9;531-61-7340;M;50;Glasgow
Sta. Blanca Jáquez Quiñones;66;5;121-46-3527;F;80;Liverpool
Manuel de Jesús Ulibarri;17;7;722-10-2680;M;0;Glasgow
Andrés Rolón Pagan;89;4;781-03-5238;F;100;Oxford
Sra. Mariana Fuentes Solorio;5;5;665-70-6957;F;80;Liverpool
Carlota Sanches Villegas;9;5;469-21-1426;F;80;Oxford
Sra. Óscar Esquibel Girón;10;4;135-20-6812;F;0;Glasgow
Sr. Juana Quiñónez Burgos;2;1;069-61-5932;F;100;Oxford
Sr. Sara Téllez Cazares;73;10;688-85-0722;F;0;Bristol
Cecilia Salas Mota;83;7;584-44-7800;F;80;Glasgow
Amalia Mercado Barrios;81;5;447-46-6311;M;0;Bristol
Inés Zelaya Mena;69;3;328-63-0750;F;0;Bristol
Lilia Lovato Jimínez;59;4;294-75-6637;F;100;Oxford
María Soledad Carrera de Jesús;87;9;016-93-0757;F;0;Glasgow
Sta. Armando Tello Collazo;22;1;138-19-4350;M;80;Glasgow
Raúl Zamudio Pichardo;88;7;549-53-5547;F;100;Glasgow
Gonzalo Tijerina Orosco;1;3;209-56-5219;F;50;Oxford
Miguel Meza Solano;25;1;117-22-8507;F;100;Oxford
Sta. Daniela Velázquez Delapaz;64;2;707-22-8065;F;100;Oxford
Fernando Crespo Rosas;51;10;589-96-1810;F;80;Oxford
Patricia Atencio Marrero;26;3;130-23-5987;M;0;Glasgow
Lola Lemus Cornejo;90;7;729-95-0299;M;50;Glasgow
Alberto Zarate Paredes;22;2;492-06-8724;F;50;London
Norma Tejeda Guillen;87;10;678-26-0126;M;0;Oxford
Cristobal Ureña Aponte;60;10;375-24-4049;F;80;Bristol
Patricio Brito Hidalgo;32;6;284-34-6529;M;80;Oxford
Graciela Zavala Sarabia;22;4;752-90-5552;M;0;Liverpool
Laura Linares Batista;42;2;775-35-7507;M;100;Oxford
Sta. Blanca Padilla Banda;29;7;358-41-5602;F;50;Liverpool
Sergio Escamilla Orta;6;7;403-82-1790;F;80;Liverpool
Sergio Altamirano Bernal;59;3;270-67-0108;M;0;Bristol
María Santana Villaseñor;12;4;594-92-3833;M;0;Oxford
Hugo Barrientos Alaniz;57;7;807-61-3199;F;100;Bristol
Marisol Preciado Franco;41;9;114-05-8974;M;50;Glasgow
Miguel Ángel Estrada Carvajal;39;3;721-98-5963;F;50;Glasgow
José María Tejeda Pacheco;51;3;619-78-2493;F;50;Glasgow
Pilar Puga Garay;44;10;360-27-4140;F;80;Glasgow
Antonia Salcido Jaime;9;6;026-51-0442;M;80;Glasgow
Andrés Fierro Lemus;42;5;225-93-1759;F;0;Oxford
Lorenzo Montes Barraza;18;3;497-45-7342;F;100;Glasgow
Sra. José Luis Castellanos Bonilla;5;3;563-59-0972;M;80;Glasgow
Marco Antonio Bonilla Prado;35;1;288-26-4326;F;50;Glasgow
Jaime Muñoz Solís;70;9;367-38-4908;F;50;Liverpool
Guillermina Robledo Cintrón;11;5;604-99-6674;F;80;Oxford
Sr. Beatriz Rojas Yáñez;67;3;116-71-6986;F;0;Liverpool
Santiago Anaya Zepeda;22;8;660-90-0011;M;80;Liverpool
Julia Romo León;42;6;442-74-2272;M;80;London
Rosario Soliz Calvillo;49;10;892-32-6191;M;0;Glasgow
Gerardo Rosales Escamilla;3;4;512-66-6938;F;100;Oxford
Ramona Espinal Solorzano;85;5;861-79-8215;F;50;Liverpool
Vicente Granado Casares;13;8;720-43-4425;F;50;Bristol
Agustín Torres Blanco;12;4;727-33-9152;F;0;Liverpool
Manuela Cotto Quintanilla;41;6;496-12-2461;F;50;Glasgow
Homero Valenzuela Hernádez;83;4;052-88-0380;M;50;Glasgow
Rocio Garica Orta;3;10;002-60-4066;F;0;Glasgow
Marisol Castro Villalpando;17;2;669-85-1238;M;80;Oxford
Enrique Melgar Sedillo;83;10;250-62-1055;F;0;Liverpool
Reina Negrete Montoya;9;9;439-57-0556;F;0;Liverpool
María Eugenia Saavedra Duarte;65;6;138-39-2655;F;100;Oxford
José Eduardo Verduzco Casas;61;1;719-96-6964;F;0;Bristol
Marcos Páez Tello;28;3;735-42-7598;M;100;Liverpool
Sta. Juan Carlos Alarcón Delarosa;31;5;182-29-3678;M;50;Bristol
Sra. Ignacio Alvarez Corrales;77;1;205-10-3623;F;80;Oxford
Miguel Hernádez Torres;11;1;624-11-0970;F;50;London
Luis Miguel Acosta Baeza;54;7;789-89-8772;F;80;Bristol
Sta. Pedro Meraz Armenta;2;9;504-54-4290;F;0;Glasgow
Estela Galindo Gonzales;23;10;672-97-4587;M;80;Liverpool
Adela Roybal Carranza;70;8;520-36-8921;F;80;Liverpool
Javier Sisneros Niño;88;4;103-61-3854;F;0;Oxford
Sr. Luisa Yáñez Alfaro;9;8;025-93-4308;M;80;Oxford
Sta. Rosario Borrego Garay;84;6;279-09-0578;F;0;London
Sta. Leticia Pedraza Quezada;17;7;074-45-9889;M;50;London
Victoria Atencio Palomo;88;4;360-52-2379;F;0;Liverpool
Alberto Hidalgo Duarte;45;10;596-02-1171;M;100;London
Jacobo Carrero Iglesias;8;4;026-51-5669;M;0;London
Daniela Barraza Gaitán;53;9;847-64-0972;M;80;Liverpool
Sr. Lola Gallegos Zúñiga;86;1;125-67-3821;F;0;Bristol
Sta. Javier Aguirre Pizarro;32;8;218-13-5694;F;0;Oxford
Eloisa Heredia Ordóñez;72;5;204-63-8241;M;100;Bristol
Sara Gutiérrez Ortiz;52;4;208-92-1822;M;50;Oxford
María Luisa Leal Medina;35;7;592-02-8461;F;80;Oxford
Jesús Téllez Lucio;7;10;290-41-4429;M;50;Glasgow
María Meraz Cantú;26;10;424-23-7330;M;0;London
Ramiro Alvarez Robles;48;1;680-20-7839;F;50;London
Mariano Malave Roque;9;6;304-33-7960;F;80;Bristol
Julia Domínquez Escalante;1;4;807-63-2252;M;0;Liverpool
Esperanza Ávalos Tijerina;32;1;844-51-8391;F;80;Oxford
Sr. Samuel Mateo Meléndez;40;1;442-76-7020;M;80;Liverpool
Enrique Valenzuela Meléndez;39;10;672-86-0252;F;80;Bristol
Jerónimo Aguilera Anaya;76;9;776-45-8174;F;80;Liverpool
Lola Briones Serna;85;9;133-37-3853;M;0;Bristol
Daniela Delafuente Abrego;4;6;657-64-0219;F;0;Glasgow
Sonia Meza Almanza;46;10;326-46-4920;F;0;Bristol
Florencia Montaño Maldonado;19;2;144-79-1750;F;50;Liverpool
Lorenzo Parra Moya;81;7;780-58-0247;M;0;Bristol
Daniela Montalvo Pulido;89;5;523-47-2080;F;100;Glasgow
Juan Vásquez Armijo;83;5;300-01-8441;M;80;Glasgow
Sr. Eloisa Flores Guardado;85;9;783-14-8805;M;50;Glasgow
José Luis Esquibel Lira;31;3;365-27-2786;M;0;Liverpool
Teodoro Preciado Bahena;18;7;679-37-2265;F;80;London
Caridad Orozco Zamudio;6;4;244-24-3269;F;0;Oxford
César Sarabia Escamilla;4;2;778-24-0370;F;100;Bristol
Julio Peres Zayas;54;9;644-98-6232;F;50;London
Samuel Maya Sotelo;42;5;875-82-4816;F;0;London
Eloisa Holguín Holguín;19;3;113-77-5507;F;100;Liverpool
Sra. Dolores Oquendo Vallejo;78;5;689-49-0530;M;80;Oxford
Sra. Blanca Palomo Centeno;10;5;632-56-5516;M;50;Oxford
Sta. Javier Montalvo Vásquez;74;2;449-57-7318;F;0;Liverpool
Conchita Ortega Esparza;68;2;830-73-2819;F;0;Liverpool
Claudia Posada Barraza;36;10;018-25-8801;F;80;Liverpool
Germán Bañuelos Espinosa;21;5;533-39-6298;M;100;Bristol
Estela Acosta Cisneros;40;7;199-93-5439;F;80;Glasgow
Ana Luna Romo;6;2;530-26-8476;F;0;London
Rafael Jasso Razo;37;5;038-43-3558;M;100;Liverpool
Armando Sisneros Viera;43;10;816-75-9797;F;50;London
Patricio Guillen Terán;57;10;494-50-4657;F;50;Bristol
Raquel Vásquez León;9;3;196-69-7112;M;50;Glasgow
Sonia Velasco Villareal;8;4;165-28-2110;M;100;Oxford
Gonzalo Rosas Irizarry;70;10;443-13-1034;F;80;Bristol
José Emilio Guillen Patiño;41;2;502-11-1639;F;80;London
Barbara Caballero Barela;34;1;588-37-5955;M;0;Glasgow
Dorotea Guzmán Rico;4;10;534-20-1330;M;50;Liverpool
Olivia Hernández Nevárez;54;5;013-11-7848;F;100;Oxford
Ángela Ceballos Gómez;90;3;431-35-6794;M;100;London
Lourdes Garibay Villareal;17;7;865-90-0070;F;100;Bristol
Anita Jáquez Vera;24;4;488-58-9688;F;100;Oxford
Sta. Lorenzo Carrion Arellano;84;10;243-37-0684;F;80;Oxford
Alfonso Patiño Mares;31;3;278-42-1851;M;80;London
Alberto Castellanos Miranda;86;1;122-27-5436;F;0;Liverpool
Anita Salcedo Hidalgo;77;4;709-31-6038;F;50;Oxford
Catalina Rosado Calvillo;64;1;267-88-6396;M;80;Liverpool
Lola Alvarez Alcala;85;1;191-51-1645;F;0;Glasgow
Javier Perales Rascón;4;6;435-72-4899;M;50;Oxford
Sta. Cristian Botello Velásquez;59;8;826-63-9874;M;0;Liverpool
Francisco Montalvo Agosto;24;1;235-44-8694;M;50;Bristol
Guadalupe Aguirre Orta;25;10;350-46-5258;M;100;Liverpool
Sr. Amalia Matías Arevalo;32;7;591-15-1027;F;100;Liverpool
Sra. Marcela Sierra Vallejo;90;4;008-59-9556;M;80;Bristol
Fernando Dueñas Melgar;10;3;702-17-4759;M;50;Bristol
María Teresa Luevano Águilar;3;7;506-23-4576;M;100;Bristol
Adriana Uribe Valencia;43;5;831-69-1500;F;80;Oxford
Timoteo Carvajal Palacios;86;10;661-70-8552;F;0;Liverpool
Homero Enríquez Aponte;26;7;275-38-8305;M;80;Glasgow
Beatriz Samaniego Laureano;86;6;148-22-6834;F;0;Glasgow
Sr. Gregorio Terán Mascareñas;10;5;616-45-4790;F;50;Oxford
Estela Delao Mercado;23;7;711-96-1962;M;50;Oxford
Carla Anaya Montenegro;1;2;385-11-3152;F;100;Liverpool
Sra. Julio Pacheco Nevárez;89;5;279-17-2629;F;0;Bristol
Daniel Zarate Arriaga;15;9;234-67-8410;F;80;Oxford
Sara Véliz Fuentes;83;5;829-87-1862;F;80;Oxford
Carmen Lerma Zamudio;69;9;616-06-9639;F;100;Bristol
Ana María Díaz Quiroz;29;6;846-59-2792;F;0;Oxford
Claudia Saucedo Maya;8;5;216-86-6105;M;100;Liverpool
Gustavo Meza Acuña;14;4;102-39-7166;F;100;Oxford
José Narváez Quintanilla;14;2;506-99-0736;M;80;Bristol
Berta Gollum Alba;8;7;207-86-5348;M;0;London
Sra. Alfonso Bustamante Véliz;10;7;824-47-7528;M;50;London
Sra. Mateo Olmos Rivero;76;10;535-87-0990;M;80;London
Cecilia Cordero Gamez;66;2;298-54-8183;M;100;Glasgow
Germán Collazo Acosta;3;2;123-14-2220;F;50;Oxford
Sra. Lorena Pedraza Córdova;74;7;013-01-4770;M;50;Glasgow
Javier Cantú Perales;6;8;053-72-2959;M;100;Oxford
Leonor Avilés Garza;71;1;019-58-9464;F;100;Bristol
Beatriz Briseño Quintero;68;10;494-52-6270;F;100;Liverpool
María Luisa Esparza Sandoval;2;2;738-26-5366;F;80;Oxford
Sta. Silvia Almanza Esquivel;82;10;366-54-2790;F;0;Bristol
Blanca Peña Urbina;67;6;034-82-5394;M;0;Glasgow
Rubén Garza Quiñónez;28;9;679-70-5718;F;80;Glasgow
Carolina Cantú Espinoza;47;7;786-35-7177;F;100;Bristol
José Eduardo Villaseñor Venegas;70;7;851-66-4067;F;100;Oxford
Sra. Catalina Alanis Yáñez;54;1;853-02-7568;F;0;Glasgow
Natalia Vélez Nevárez;47;3;301-56-1312;M;0;London
Sta. Ester Pedraza Estévez;5;6;372-37-5276;M;100;Bristol
Sr. Diego Mateo Águilar;70;8;311-22-3338;F;100;Bristol
Sofia Uribe Delarosa;32;10;485-48-0810;M;80;Liverpool
Raquel Hinojosa Jaime;2;5;136-69-7043;F;0;Glasgow
Sta. Óscar Vigil Zaragoza;4;6;437-37-6071;F;100;Bristol
Rosalia Sánchez Santana;56;1;357-54-2849;M;0;Liverpool
Lourdes Maestas Narváez;42;5;148-81-1054;M;80;Bristol
José Emilio Heredia Dueñas;80;1;846-93-2612;F;0;Oxford
Soledad Mora Flórez;83;5;565-59-1902;M;50;Oxford
Florencia Camarillo Abrego;33;3;054-65-8225;F;50;Liverpool
Ignacio Montoya Villagómez;3;6;077-15-7090;M;80;Oxford
Inés Cabrera Valentín;15;5;545-32-3232;F;50;Bristol
Andrea Ayala Espino;23;8;491-09-3623;F;50;Bristol
Alejandro Carrero Casárez;88;3;687-58-5859;F;80;Oxford
Gabriel de Anda Robles;27;6;297-31-8194;M;0;Oxford
Francisca Solís Madrid;76;2;223-98-1566;F;0;Bristol
Gonzalo Ulibarri Naranjo;49;9;428-30-4174;M;0;Glasgow
Sta. Rubén Arteaga Rascón;90;8;343-33-1876;F;100;Bristol
Gregorio Alejandro Alonso;26;5;509-02-8817;F;100;London
Dorotea Montenegro Llamas;78;1;503-55-7182;M;0;Oxford
Lourdes Márquez Maya;38;7;207-18-9315;F;50;Oxford
Mateo Roque Quiñones;72;3;834-80-7078;F;0;Glasgow
Débora Suárez Carrera;85;3;550-69-0971;F;0;Liverpool
Catalina Archuleta Meraz;12;10;366-64-4581;F;100;Glasgow
Hugo Ojeda Nieto;53;1;103-13-7413;M;0;Liverpool
Sr. Yolanda Rivera Peres;19;10;009-84-1991;F;0;Liverpool
Sra. Benjamín Batista Benavides;3;2;081-07-6474;M;50;Liverpool
Marta Granados Reséndez;19;10;896-47-8766;F;80;Glasgow
Mayte Páez Fajardo;18;4;407-20-2754;M;100;Oxford
Santiago Santacruz Saavedra;11;7;489-77-6671;M;0;Oxford
María Soledad Centeno Cazares;28;10;824-59-0924;M;100;Bristol
Enrique Lugo Rivas;53;8;780-09-0008;F;100;Bristol
Sofia Zapata Cisneros;47;10;853-14-2186;M;0;London
Cristobal Roldán Mejía;40;8;841-26-4078;M;0;Bristol
Carmen Barrera Zúñiga;3;5;293-87-7540;F;50;Oxford
Pilar García Ulloa;38;1;698-48-5463;M;50;Glasgow
